participant_id,condition,rt
part-9,congruent,328.55894995688567
part-9,congruent,325.038610281645
part-9,congruent,327.3598403673738
part-9,congruent,331.56498295797337
part-9,congruent,327.0920152356609
part-9,congruent,325.490032402493
part-9,congruent,322.29097434579523
part-9,congruent,350.37650524843735
part-9,congruent,327.5642015630436
part-9,congruent,329.81391288004306
part-9,congruent,332.4836625336944
part-9,congruent,330.96094560688323
part-9,congruent,328.2317913454247
part-9,congruent,324.189703257163
part-9,congruent,329.3587968747329
part-9,congruent,332.0700211319341
part-9,congruent,330.74783553004045
part-9,congruent,336.36054960935326
part-9,congruent,327.03421806763424
part-9,congruent,330.9412826344239
part-9,congruent,325.3878538056368
part-9,congruent,329.71191137866225
part-9,congruent,338.2149672174609
part-9,congruent,340.25935512380335
part-9,congruent,328.00987876104386
part-9,congruent,333.3023918232777
part-9,congruent,326.1885538889332
part-9,congruent,332.76378818113113
part-9,congruent,324.8049014084612
part-9,congruent,335.8024409714488
part-9,congruent,339.234050794025
part-9,congruent,331.09415808986705
part-9,congruent,324.3182295999579
part-9,congruent,361.52592815466636
part-9,congruent,327.59481301389656
part-9,congruent,331.1364213202771
part-9,congruent,335.0593294719693
part-9,congruent,335.8611723481609
part-9,congruent,336.66713797621617
part-9,congruent,334.6677867642675
part-9,congruent,329.74937557243527
part-9,congruent,333.294728153984
part-10,incongruent,334.99455342138094
part-10,incongruent,333.4641207703738
part-10,incongruent,328.2031005450423
part-10,incongruent,329.48566256668573
part-10,incongruent,330.78709235726456
part-10,incongruent,339.86289409561965
part-10,incongruent,353.1751355732731
part-10,incongruent,343.34358277986973
part-10,incongruent,347.9184600588375
part-10,incongruent,331.42209786977617
part-10,incongruent,332.9518078816584
part-10,incongruent,339.50215501916887
part-10,incongruent,327.0693739790119
part-10,incongruent,344.1948565974956
part-10,incongruent,330.89689245770154
part-10,incongruent,339.18149951410726
part-10,incongruent,329.1080984856503
part-10,incongruent,331.29687363043
part-10,incongruent,328.7371748196547
part-10,incongruent,332.6994828015821
part-10,incongruent,338.75712465897027
part-10,incongruent,331.48850498326925
part-10,incongruent,333.91244340057796
part-10,incongruent,327.42579455680755
part-10,incongruent,342.8681671218385
part-10,incongruent,327.8841281896682
part-10,incongruent,329.5084242021026
part-10,incongruent,349.2691688702135
part-10,incongruent,330.2676437266863
part-10,incongruent,331.2379519973322
part-10,incongruent,336.65586135027115
part-10,incongruent,335.5733985540525
part-10,incongruent,340.3759160284405
part-10,incongruent,329.81229877905616
part-10,incongruent,332.7144180088563
part-10,incongruent,340.2535435740134
part-10,incongruent,330.3655200700363
part-10,incongruent,330.3519344121287
part-10,incongruent,347.1558255467332
part-10,incongruent,332.2310830319214
part-10,incongruent,345.31709067713854
part-10,incongruent,337.0841597317685
part-10,incongruent,339.57631367035583
part-10,incongruent,342.46765093793977
part-10,incongruent,337.78679067669935
part-10,incongruent,331.30405070413804
part-10,incongruent,329.8094854404242
part-10,incongruent,337.1793165691565
part-10,incongruent,328.0155490706573
part-10,incongruent,328.88008364076586
part-10,incongruent,350.35009845926163
part-10,incongruent,333.34500558329955
part-10,incongruent,334.7332968123036
part-10,incongruent,329.7839600558597
part-10,incongruent,330.72405165700707
part-10,incongruent,329.9903933429091
part-10,incongruent,343.69453919768904
part-10,incongruent,335.5837674306953
part-10,incongruent,331.2984588639998
part-10,incongruent,332.0623254320442
part-10,incongruent,331.75859352160217
part-10,incongruent,334.40509595461253
part-10,incongruent,335.4911994937361
part-10,incongruent,331.2155853856664
part-10,incongruent,329.3495965980553
part-10,incongruent,331.6423008158224
part-10,incongruent,331.6283588676907
part-10,incongruent,335.3914511247355
part-10,incongruent,330.12883981576033
part-10,incongruent,331.55020508221213
part-10,incongruent,340.5257319341064
part-10,incongruent,334.1386065351588
part-10,incongruent,334.89063853627545
part-10,incongruent,332.66975983877245
part-10,incongruent,332.31172413963424
part-10,incongruent,354.926496197012
part-10,incongruent,341.7949105955879
part-10,incongruent,332.8447871230934
part-10,incongruent,333.19937251403087
part-10,incongruent,332.26315380872
part-10,incongruent,332.56664671556615
part-10,incongruent,338.00418243532386
part-10,incongruent,333.95625781694173
part-10,incongruent,333.6700262096729
part-10,incongruent,331.21272389965515
part-10,incongruent,335.191142888932
part-10,incongruent,333.6184239826033
part-10,incongruent,337.61554127243204
part-10,incongruent,338.617358412133
part-10,incongruent,330.28203380524377
part-10,incongruent,334.27101107635525
part-10,incongruent,328.9610160788002
part-10,incongruent,344.71047792449366
part-10,incongruent,335.48821445476057
part-10,incongruent,331.36017494697336
part-10,incongruent,335.30954172608256
part-10,incongruent,332.24393183032413
part-10,incongruent,336.03123336493803
part-10,incongruent,341.9284775124518
part-10,incongruent,334.3053110725139
part-11,mixed,332.3578095114502
part-11,mixed,337.66085832082535
part-11,mixed,338.5353453328202
part-11,mixed,332.9891062131144
part-11,mixed,333.7294221261362
part-11,mixed,331.61414872732405
part-11,mixed,334.29630329991505
part-11,mixed,331.72170515582536
part-11,mixed,331.74828421519226
part-11,mixed,338.6282640241205
part-11,mixed,331.9281668725501
part-11,mixed,332.2534099568534
part-11,mixed,335.82029216995244
part-11,mixed,334.220399025351
part-11,mixed,332.95670399744876
part-11,mixed,332.029381949611
part-11,mixed,338.8878342559619
part-11,mixed,336.43221889030775
part-11,mixed,339.2630039489579
part-11,mixed,332.31003234913794
part-11,mixed,330.6629350772088
part-11,mixed,336.51728890604863
part-11,mixed,331.57098369858204
part-11,mixed,332.60602536542746
part-11,mixed,328.5275967381975
part-11,mixed,348.1822967127639
part-11,mixed,354.5676202151573
part-11,mixed,336.2570518017735
part-11,mixed,333.90513281560783
part-11,mixed,330.06415636901636
part-11,mixed,333.9722347929072
part-11,mixed,343.2692896283061
part-11,mixed,332.3743270320383
part-11,mixed,334.0946305687092
part-11,mixed,332.4026489413856
part-11,mixed,335.37794448977303
part-11,mixed,331.4253714148957
part-11,mixed,343.3954774279563
part-11,mixed,337.8565292493273
part-11,mixed,336.2771164380023
part-11,mixed,343.1440103766142
part-11,mixed,357.2017381636393
part-11,mixed,333.9211354053671
part-11,mixed,332.66329557635936
part-11,mixed,334.49294784769904
part-11,mixed,335.99566287118574
part-11,mixed,336.84448646915087
part-11,mixed,336.65776401690147
part-11,mixed,341.9759443834027
part-11,mixed,338.6228248732761
part-11,mixed,333.29836611966124
part-11,mixed,338.89374348619583
part-11,mixed,338.97287909309796
part-11,mixed,337.08053964707153
part-11,mixed,337.4597372738091
part-11,mixed,331.1060254398851
part-11,mixed,340.4173400989349
part-11,mixed,332.976096832457
part-11,mixed,338.51443969217746
part-11,mixed,334.67584693014106
part-11,mixed,334.6310513782178
part-11,mixed,332.7495008841447
part-11,mixed,330.7827851482006
part-11,mixed,335.8406674431404
part-11,mixed,333.05255588647356
part-11,mixed,332.0050616451464
part-11,mixed,345.4588667700538
part-11,mixed,339.43276677144974
part-11,mixed,331.9335872606672
part-11,mixed,335.2825972525073
part-11,mixed,334.15026517592554
part-11,mixed,337.07550685511916
part-11,mixed,332.1293737146449
part-11,mixed,333.5719626944895
part-11,mixed,337.32228356411946
part-11,mixed,332.27089115072926
part-11,mixed,334.1704722534066
part-11,mixed,344.06282526502105
part-11,mixed,335.6132704965478
part-11,mixed,331.8595112680886
part-11,mixed,355.1554944654259
part-11,mixed,331.99621959231393
part-11,mixed,335.46183404942275
part-11,mixed,332.2628737074529
part-11,mixed,334.1477899883965
part-11,mixed,347.7849109344695
part-11,mixed,330.5313439641665
part-11,mixed,333.98248581094134
part-11,mixed,331.5289269079964
part-11,mixed,340.99897903965694
part-11,mixed,335.1029337219093
part-11,mixed,331.51660288183297
part-11,mixed,337.19006111090494
part-11,mixed,332.9452108170532
part-11,mixed,335.24445379592356
part-11,mixed,333.7867291866355
part-11,mixed,335.61278492303734
part-11,mixed,337.74707207169945
part-11,mixed,336.81988267788705
part-11,mixed,333.30683519728905
part-12,congruent,327.767979678258
part-12,congruent,326.35454385366006
part-12,congruent,328.069700267905
part-12,congruent,326.52504213881446
part-12,congruent,344.2190230090386
part-12,congruent,328.894166785703
part-12,congruent,325.1583371417196
part-12,congruent,330.10920103844813
part-12,congruent,332.8500859096836
part-12,congruent,330.9812314366916
part-12,congruent,333.7987078633047
part-12,congruent,332.37720969361646
part-12,congruent,339.0444364959744
part-12,congruent,326.1489212167737
part-12,congruent,328.7641614146793
part-12,congruent,324.7789426096596
part-12,congruent,328.40130363942137
part-12,congruent,324.1068029909469
part-12,congruent,327.9474170000326
part-12,congruent,330.553222961907
part-12,congruent,331.0258129752223
part-12,congruent,325.16568464241163
part-12,congruent,330.365047989391
part-12,congruent,325.4553752948519
part-12,congruent,326.2808123036204
part-12,congruent,333.5803644349831
part-12,congruent,332.193895224504
part-12,congruent,343.60100940506493
part-12,congruent,330.2651875168094
part-12,congruent,329.5132832714114
part-12,congruent,330.92786738179973
part-12,congruent,325.70117200695313
part-12,congruent,353.9119950554901
part-12,congruent,329.6569059410468
part-12,congruent,328.52925362761073
part-12,congruent,328.0406045523652
part-12,congruent,325.5880800766561
part-12,congruent,329.2623603941146
part-12,congruent,329.27902524977225
part-12,congruent,323.91272725046883
part-12,congruent,326.3337280465047
part-12,congruent,327.121195191965
part-12,congruent,324.9307994349983
part-12,congruent,326.65462384431333
part-12,congruent,325.98455729417316
part-12,congruent,328.0727028277066
part-12,congruent,327.7568744260645
part-12,congruent,323.2959875212856
part-12,congruent,332.82964115945134
part-12,congruent,326.176598276484
part-12,congruent,328.93290900455213
part-12,congruent,327.23940065565165
part-12,congruent,324.8041521303029
part-12,congruent,327.21130933106423
part-12,congruent,326.7089219880104
part-12,congruent,328.602577195226
part-12,congruent,323.37182279160186
part-12,congruent,324.0492908368931
part-12,congruent,326.54611271141044
part-12,congruent,326.4872417648998
part-12,congruent,323.77955258117595
part-12,congruent,332.6281979272138
part-12,congruent,323.6299514639618
part-12,congruent,327.2893500876865
part-12,congruent,332.7515162966272
part-12,congruent,325.68638464866456
part-12,congruent,326.629577690152
part-12,congruent,324.295450575013
part-12,congruent,327.30971270180777
part-12,congruent,331.71463935121744
part-12,congruent,329.7783667855565
part-12,congruent,330.51875671457213
part-12,congruent,325.7503229469762
part-12,congruent,324.995895910191
part-12,congruent,326.51642218595003
part-12,congruent,328.427011090216
part-12,congruent,325.4286429177605
part-12,congruent,326.3598387454793
part-12,congruent,326.0551760223863
part-12,congruent,322.87967164520853
part-12,congruent,324.3061341781567
part-12,congruent,336.46754273175105
part-12,congruent,331.51236522247996
part-12,congruent,325.34439626730267
part-12,congruent,330.4183225896865
part-12,congruent,325.65055642939853
part-12,congruent,324.894156506756
part-12,congruent,324.8213354636839
part-12,congruent,340.26176383019236
part-12,congruent,325.6598360813691
part-12,congruent,326.38523526857915
part-12,congruent,340.91217154995496
part-12,congruent,326.21884594546265
part-12,congruent,326.5918525985224
part-12,congruent,323.4271949102613
part-12,congruent,334.90467823110095
part-12,congruent,327.43530023810706
part-12,congruent,328.2577799387194
part-12,congruent,324.6064508156165
part-12,congruent,325.1458158271632
part-13,incongruent,324.23483152271297
part-13,incongruent,336.8735177486173
part-13,incongruent,340.8577687206176
part-13,incongruent,329.75956431559234
part-13,incongruent,329.4027811919642
part-13,incongruent,327.12781193458113
part-13,incongruent,328.6125908521518
part-13,incongruent,333.9716585459227
part-13,incongruent,331.2407794672823
part-13,incongruent,334.24962700915074
part-13,incongruent,330.6105092602018
part-13,incongruent,340.23378877576476
part-13,incongruent,331.57592336181676
part-13,incongruent,331.48264164101954
part-13,incongruent,340.4932504186943
part-13,incongruent,334.5760351459342
part-13,incongruent,328.9990062912755
part-13,incongruent,334.35362816846487
part-13,incongruent,328.7038493583656
part-13,incongruent,330.3816828410608
part-13,incongruent,335.39581866384106
part-13,incongruent,327.38511096994426
part-13,incongruent,348.9912526036982
part-13,incongruent,329.7146452466965
part-13,incongruent,327.3882135442511
part-13,incongruent,332.77899201574365
part-13,incongruent,333.44906099881615
part-13,incongruent,332.71998959343165
part-13,incongruent,354.81058339052584
part-13,incongruent,327.843460528379
part-13,incongruent,330.2478694866701
part-13,incongruent,331.7540556103874
part-13,incongruent,335.2725898721749
part-13,incongruent,328.50247406823814
part-13,incongruent,331.58710990599343
part-13,incongruent,336.08754861527547
part-13,incongruent,335.93762110822075
part-13,incongruent,332.4631674410523
part-13,incongruent,329.0024159807998
part-13,incongruent,330.304759159468
part-13,incongruent,330.30606151523364
part-13,incongruent,335.23957631840074
part-13,incongruent,332.7940807025291
part-13,incongruent,329.18786879888245
part-13,incongruent,330.25935056706703
part-13,incongruent,339.2275445225854
part-13,incongruent,333.9525890485754
part-13,incongruent,329.47472130676596
part-13,incongruent,333.0165849538517
part-13,incongruent,326.7827479420125
part-13,incongruent,336.3641720365744
part-13,incongruent,329.05103444727604
part-13,incongruent,338.0181602202524
part-13,incongruent,330.78379744842647
part-13,incongruent,331.47111620789804
part-13,incongruent,331.43206708828285
part-13,incongruent,345.1672654320814
part-13,incongruent,329.38836486754434
part-13,incongruent,331.2832753150124
part-13,incongruent,330.6595709024968
part-13,incongruent,330.78943798182553
part-13,incongruent,333.3744314400554
part-13,incongruent,327.40106537935276
part-13,incongruent,333.2977740156841
part-13,incongruent,333.93998665213996
part-13,incongruent,332.6075951797461
part-13,incongruent,335.98074484546214
part-13,incongruent,329.0575031005159
part-13,incongruent,328.2306845044459
part-13,incongruent,333.07965895128854
part-13,incongruent,339.8275820003615
part-13,incongruent,341.31215688880707
part-13,incongruent,333.1544457617707
part-13,incongruent,329.3618627906607
part-13,incongruent,328.0440459773231
part-13,incongruent,346.67503916743004
part-13,incongruent,327.2397939267282
part-13,incongruent,336.916282085328
part-13,incongruent,339.93827455706605
part-13,incongruent,328.12041941921564
part-13,incongruent,334.5997812499373
part-13,incongruent,328.94175247702486
part-13,incongruent,332.91421536866727
part-13,incongruent,330.96910980358757
part-13,incongruent,329.54621732459447
part-13,incongruent,332.12254012044957
part-13,incongruent,336.5599451716029
part-13,incongruent,329.0633722035132
part-13,incongruent,329.28670053492203
part-13,incongruent,329.8341387883981
part-13,incongruent,335.9839443534478
part-13,incongruent,333.89878897041655
part-13,incongruent,328.9510497344683
part-13,incongruent,333.3955746803153
part-13,incongruent,331.970221505774
part-13,incongruent,329.5188587474113
part-13,incongruent,333.0359930331526
part-13,incongruent,330.39214228094374
part-13,incongruent,334.17921218002215
part-13,incongruent,329.0609028092591
part-14,mixed,334.7605490655544
part-14,mixed,336.1668829325319
part-14,mixed,334.6413448979779
part-14,mixed,340.8237640575039
part-14,mixed,336.2840031923754
part-14,mixed,334.52566632819884
part-14,mixed,333.8303991025023
part-14,mixed,335.62565674302476
part-14,mixed,338.9731866702892
part-14,mixed,336.93707006823007
part-14,mixed,332.9494600332499
part-14,mixed,343.5501314841388
part-14,mixed,348.0644131130588
part-14,mixed,333.97346195465315
part-14,mixed,333.514817664576
part-14,mixed,335.01967871251316
part-14,mixed,338.76347727351146
part-14,mixed,333.3648549659385
part-14,mixed,350.98701815543654
part-14,mixed,337.0770663393596
part-14,mixed,334.4842629563633
part-14,mixed,340.2614837709769
part-14,mixed,335.390804489907
part-14,mixed,333.6666740122328
part-14,mixed,334.5402507432993
part-14,mixed,334.5526935263436
part-14,mixed,337.1145633183583
part-14,mixed,341.9881454644978
part-14,mixed,339.41692738870773
part-14,mixed,348.9274081536421
part-14,mixed,332.74292741223775
part-14,mixed,336.94450168387476
part-14,mixed,333.74043939394414
part-14,mixed,334.710131370336
part-14,mixed,332.9909768908846
part-14,mixed,340.79323199340365
part-14,mixed,338.73550503144145
part-14,mixed,335.18578693192933
part-14,mixed,338.3950601584011
part-14,mixed,334.02853582357733
part-14,mixed,334.4624739743672
part-14,mixed,346.4515516630711
part-14,mixed,333.74606397036223
part-14,mixed,331.99247572455437
part-14,mixed,332.52601476507243
part-14,mixed,337.7420847676291
part-14,mixed,340.21203722756894
part-14,mixed,337.249518767592
part-14,mixed,334.35812963338884
part-14,mixed,340.5097486027138
part-14,mixed,340.4282949916247
part-14,mixed,335.18370774966127
part-14,mixed,352.08482654685696
part-14,mixed,347.800562181462
part-14,mixed,345.31652241281506
part-14,mixed,355.0694394640074
part-14,mixed,334.17866454496533
part-14,mixed,336.6032766842723
part-14,mixed,343.5278264809648
part-14,mixed,344.22308808095914
part-14,mixed,334.559927606153
part-14,mixed,335.6732431566675
part-14,mixed,337.98052088799125
part-14,mixed,335.4374312667192
part-14,mixed,337.3907441741913
part-14,mixed,334.56783479539104
part-14,mixed,339.36057919845143
part-14,mixed,334.49143717480837
part-14,mixed,336.7280270785716
part-14,mixed,341.85399188838846
part-14,mixed,337.99605521866016
part-14,mixed,338.5770738935556
part-14,mixed,339.8936646777991
part-14,mixed,337.6568648061411
part-14,mixed,331.69427473944813
part-14,mixed,340.4562008185041
part-14,mixed,335.7023495340097
part-14,mixed,332.6706912930242
part-14,mixed,338.44533735804316
part-14,mixed,333.7806223979594
part-14,mixed,337.59124297928355
part-14,mixed,334.91087746774235
part-14,mixed,337.239698821878
part-14,mixed,334.97764069065965
part-14,mixed,349.0901665624119
part-14,mixed,340.28792094210365
part-14,mixed,336.1892487576162
part-14,mixed,345.42990027023615
part-14,mixed,337.06601418331337
part-14,mixed,339.5236755699574
part-14,mixed,336.2224602783054
part-14,mixed,337.5722361055728
part-14,mixed,356.54344735859723
part-14,mixed,337.973755650498
part-14,mixed,334.68451377495114
part-14,mixed,334.493351084745
part-14,mixed,343.1845240785122
part-14,mixed,342.41823464123684
part-14,mixed,343.5236813066978
part-14,mixed,344.82283731903715
part-15,congruent,330.274477500937
part-15,congruent,331.2075633625987
part-15,congruent,327.0217634760116
part-15,congruent,334.06771380423334
part-15,congruent,323.25516360446636
part-15,congruent,322.2021349874834
part-15,congruent,326.26754437375257
part-15,congruent,325.2159997953048
part-15,congruent,335.98586351802726
part-15,congruent,326.5900296136628
part-15,congruent,320.1593026206417
part-15,congruent,329.0315345868716
part-15,congruent,329.29811280382717
part-15,congruent,327.8925097192152
part-15,congruent,345.04003271257756
part-15,congruent,327.5290123548544
part-15,congruent,325.37269204787833
part-15,congruent,331.2652938457561
part-15,congruent,325.9899196925571
part-15,congruent,333.36873065779116
part-15,congruent,322.6255815324539
part-15,congruent,340.009943460956
part-15,congruent,324.26813209292544
part-15,congruent,331.29298869861213
part-15,congruent,335.0569032491432
part-15,congruent,323.9612580627866
part-15,congruent,327.61151035999177
part-15,congruent,323.3188323708654
part-15,congruent,326.8007317187308
part-15,congruent,336.7852462603329
part-15,congruent,327.9425829937503
part-15,congruent,326.5644020085868
part-15,congruent,325.1645067969355
part-15,congruent,329.8684360218976
part-15,congruent,323.18278909256287
part-15,congruent,330.11795265617917
part-15,congruent,326.9019632664379
part-15,congruent,331.68617614069683
part-15,congruent,329.1852423681476
part-15,congruent,326.46444383338945
part-15,congruent,330.34292063349295
part-15,congruent,326.8130222385907
part-15,congruent,340.48481466009525
part-15,congruent,330.32621380227243
part-15,congruent,323.6749491546939
part-15,congruent,325.180303909796
part-15,congruent,327.24512432105195
part-15,congruent,327.21038502557275
part-15,congruent,325.42426438976173
part-15,congruent,325.87619487749504
part-15,congruent,334.8520425835567
part-15,congruent,324.1610119756986
part-15,congruent,329.7239359952639
part-15,congruent,328.90649661459645
part-15,congruent,348.8547709272592
part-15,congruent,330.39705463688034
part-15,congruent,328.33831654603733
part-15,congruent,328.60547929396756
part-15,congruent,322.9239350098235
part-15,congruent,329.76550974314205
part-15,congruent,325.54188944635234
part-15,congruent,327.7714544596928
part-15,congruent,324.1643035923969
part-15,congruent,327.4179945488048
part-15,congruent,328.5410795937728
part-15,congruent,322.73012987756584
part-15,congruent,347.35311224906854
part-15,congruent,335.71516914000756
part-15,congruent,323.9824336786654
part-15,congruent,337.93172661802714
part-15,congruent,324.86609136630847
part-15,congruent,333.0181095522241
part-15,congruent,329.32815555784356
part-15,congruent,331.20911662751377
part-15,congruent,327.2811351798766
part-15,congruent,328.53418236545053
part-15,congruent,325.0468431222
part-15,congruent,326.52632717813907
part-15,congruent,329.13186604355667
part-15,congruent,329.05786859845034
part-15,congruent,331.7504814065363
part-15,congruent,325.9796304153197
part-15,congruent,348.2863408405838
part-15,congruent,331.9216588786221
part-15,congruent,330.41011760881196
part-15,congruent,330.104976463243
part-15,congruent,327.9533787059818
part-15,congruent,328.20594748489475
part-15,congruent,328.46761435353864
part-15,congruent,327.09628783151925
part-15,congruent,322.9805395585689
part-15,congruent,329.5979479960132
part-15,congruent,324.84634904941413
part-15,congruent,332.05278175920984
part-15,congruent,342.7770333613038
part-15,congruent,337.52866476116384
part-15,congruent,325.5552461798747
part-15,congruent,323.3153823594068
part-15,congruent,331.11356209231246
part-15,congruent,325.81491379889013
part-16,incongruent,331.0385339974404
part-16,incongruent,330.6679304133763
part-16,incongruent,342.76764445241133
part-16,incongruent,340.625435725434
part-16,incongruent,329.15679555831656
part-16,incongruent,330.89451929666905
part-16,incongruent,338.84690420782164
part-16,incongruent,336.23853399745474
part-16,incongruent,329.0066221720187
part-16,incongruent,337.01054035366053
part-16,incongruent,328.98194093361
part-16,incongruent,328.4508514463659
part-16,incongruent,332.9889207883252
part-16,incongruent,331.16746383546405
part-16,incongruent,330.6557776330806
part-16,incongruent,336.4258552849744
part-16,incongruent,328.41950653281646
part-16,incongruent,329.0004084559145
part-16,incongruent,328.43345140376766
part-16,incongruent,328.31127095872336
part-16,incongruent,333.05113742985816
part-16,incongruent,334.91200813681843
part-16,incongruent,328.4790797132569
part-16,incongruent,329.63197431228076
part-16,incongruent,337.5347219550379
part-16,incongruent,345.8783601334879
part-16,incongruent,339.822955582023
part-16,incongruent,324.6643299757525
part-16,incongruent,328.21243878245195
part-16,incongruent,332.99800970762305
part-16,incongruent,327.11517756956164
part-16,incongruent,341.1166698071321
part-16,incongruent,326.2947035031233
part-16,incongruent,339.9292047789124
part-16,incongruent,335.8245410177077
part-16,incongruent,336.0437217796265
part-16,incongruent,328.47957988975503
part-16,incongruent,340.249954756223
part-16,incongruent,337.52925327665486
part-16,incongruent,329.452262456056
part-16,incongruent,330.8746302657136
part-16,incongruent,328.99940470908103
part-16,incongruent,327.933138507746
part-16,incongruent,333.41812968447795
part-16,incongruent,328.9664693662943
part-16,incongruent,328.62910752716317
part-16,incongruent,331.8549497475185
part-16,incongruent,335.705998055938
part-16,incongruent,347.31833953168695
part-16,incongruent,328.80826263202863
part-16,incongruent,333.3831714657782
part-16,incongruent,334.488341984986
part-16,incongruent,327.3949561456898
part-16,incongruent,339.5783460508353
part-16,incongruent,329.95075886830944
part-16,incongruent,329.35473084058526
part-16,incongruent,328.23638332841574
part-16,incongruent,334.9812403674258
part-16,incongruent,328.5119298634346
part-16,incongruent,330.014349008622
part-16,incongruent,335.5975341826003
part-16,incongruent,329.04702868878877
part-16,incongruent,330.1440705356597
part-16,incongruent,330.92248464335654
part-16,incongruent,338.00774248218266
part-16,incongruent,338.3700486398949
part-16,incongruent,332.7308574186188
part-16,incongruent,330.8318266069427
part-16,incongruent,331.86765646569063
part-16,incongruent,339.641698314694
part-16,incongruent,343.270730746849
part-16,incongruent,343.52993379306446
part-16,incongruent,329.86517279886726
part-16,incongruent,325.933849758541
part-16,incongruent,333.153189685946
part-16,incongruent,331.28214534590745
part-16,incongruent,368.48073177649803
part-16,incongruent,332.15213861893744
part-16,incongruent,330.3946810454151
part-16,incongruent,329.58802744485513
part-16,incongruent,344.6985655374433
part-16,incongruent,344.6707172729374
part-16,incongruent,327.4338477228135
part-16,incongruent,340.5710050984515
part-16,incongruent,332.88840882248326
part-16,incongruent,328.24651235391326
part-16,incongruent,329.8230624562148
part-16,incongruent,331.1181617604726
part-16,incongruent,327.55838092987915
part-16,incongruent,349.9690705416649
part-16,incongruent,329.6255232177293
part-16,incongruent,338.35984352060115
part-16,incongruent,351.21326218943403
part-16,incongruent,332.659179814953
part-16,incongruent,330.9382717516423
part-16,incongruent,336.04137115236637
part-16,incongruent,329.77294846734833
part-16,incongruent,334.497383788829
part-16,incongruent,337.8201602849806
part-16,incongruent,331.8250558652512
part-17,mixed,337.12929985267925
part-17,mixed,336.3686857845308
part-17,mixed,333.6335701462571
part-17,mixed,333.525463046567
part-17,mixed,334.9926119216373
part-17,mixed,333.67095040865155
part-17,mixed,340.9021690584918
part-17,mixed,346.8526178773413
part-17,mixed,349.33357656210467
part-17,mixed,334.4519652029534
part-17,mixed,331.8120437749904
part-17,mixed,352.72457378387156
part-17,mixed,337.2184907883999
part-17,mixed,334.2902480877602
part-17,mixed,337.6195274400538
part-17,mixed,334.1251430914861
part-17,mixed,331.77123544160855
part-17,mixed,332.90085335551083
part-17,mixed,332.8105906982619
part-17,mixed,327.26284261023244
part-17,mixed,330.97592091005737
part-17,mixed,329.48606484032956
part-17,mixed,332.8266129006764
part-17,mixed,334.7011081402756
part-17,mixed,333.3599272051351
part-17,mixed,332.51237883205215
part-17,mixed,333.1809876508694
part-17,mixed,345.800077937506
part-17,mixed,332.44144033399243
part-17,mixed,336.64504693527306
part-17,mixed,337.8932226005635
part-17,mixed,333.24963449317784
part-17,mixed,331.2918004989847
part-17,mixed,341.13178046881467
part-17,mixed,330.020750944455
part-17,mixed,332.56144925742353
part-17,mixed,335.08268498656565
part-17,mixed,335.83424599157894
part-17,mixed,341.43852925497885
part-17,mixed,338.39067427821436
part-17,mixed,330.1153502155217
part-17,mixed,335.2682283483357
part-17,mixed,348.56437748874066
part-17,mixed,334.188601720391
part-17,mixed,334.8383785995501
part-17,mixed,334.04270425484856
part-17,mixed,339.18427054805585
part-17,mixed,333.66250570794693
part-17,mixed,334.2756323341729
part-17,mixed,344.8668555626007
part-17,mixed,330.3993278780912
part-17,mixed,335.1505151439428
part-17,mixed,335.946491231944
part-17,mixed,331.9901754487349
part-17,mixed,334.5202489269459
part-17,mixed,333.1576742984105
part-17,mixed,329.21803377887983
part-17,mixed,331.71419949391515
part-17,mixed,344.7586329822251
part-17,mixed,337.1805864268816
part-17,mixed,339.2676476706157
part-17,mixed,333.9669067588207
part-17,mixed,335.24386532286036
part-17,mixed,336.3972091306221
part-17,mixed,354.97139248215615
part-17,mixed,336.50691079207934
part-17,mixed,331.47056385269985
part-17,mixed,326.91256270511826
part-17,mixed,329.4351077771372
part-17,mixed,332.0918792019453
part-17,mixed,334.03417728882135
part-17,mixed,352.4636162307401
part-17,mixed,337.0367584194081
part-17,mixed,335.9763541766789
part-17,mixed,335.1385707232635
part-17,mixed,334.52326024019993
part-17,mixed,333.1251838698967
part-17,mixed,337.68126027301105
part-17,mixed,331.9029496770981
part-17,mixed,337.8993147604567
part-17,mixed,330.13246044678465
part-17,mixed,330.90852293747974
part-17,mixed,334.2758168567314
part-17,mixed,335.12370149998145
part-17,mixed,346.8112746071023
part-17,mixed,338.94339061622554
part-17,mixed,335.10771061949737
part-17,mixed,336.13859100922963
part-17,mixed,339.8069077081455
part-17,mixed,334.128620429134
part-17,mixed,337.4360202505581
part-17,mixed,334.2271806890347
part-17,mixed,344.55072716778886
part-17,mixed,331.6468159413439
part-17,mixed,332.40609947751335
part-17,mixed,333.85018010278174
part-17,mixed,329.8573804421943
part-17,mixed,336.9917716720228
part-17,mixed,334.2779773570321
part-17,mixed,332.71823923917987
part-18,congruent,330.2293724419775
part-18,congruent,331.3018569475445
part-18,congruent,334.51693021667535
part-18,congruent,333.6264400502372
part-18,congruent,325.2690187889555
part-18,congruent,341.9873676444532
part-18,congruent,329.69061020592665
part-18,congruent,334.0863398420308
part-18,congruent,334.9101291673768
part-18,congruent,332.6805903710046
part-18,congruent,330.6275196660903
part-18,congruent,339.05436057139116
part-18,congruent,324.86218873260424
part-18,congruent,329.2400381015854
part-18,congruent,328.7826507058359
part-18,congruent,329.78005048536374
part-18,congruent,337.1842089674006
